,nb_init_infected,density_ref_contact,init_all_ages_successful_contact_rate_human,init_all_ages_factor_contact_rate_asymptomatic,init_all_ages_proportion_asymptomatic,init_all_ages_proportion_hospitalisation,init_all_ages_proportion_icu,init_all_ages_proportion_dead_symptomatic,nb_dead,nb_recovered,nb_susceptibles,nb_infectious,nb_infected,step_max_peak,step_end_epidemiology,cluster
209,14844,63.59375,0.51559375,0.64034375,0.26609375,0.79628125,0.42203125,0.17253125,192544,821467,0,0,0,179,1128,False
210,14844,63.59375,0.57796875,0.23490625,0.26609375,0.79628125,0.42203125,0.17253125,192594,821417,0,0,0,225,1368,False
211,14844,63.59375,0.57796875,0.64034375,0.95221875,0.79628125,0.42203125,0.17253125,12512,1001499,0,0,0,180,1296,False
212,14844,63.59375,0.57796875,0.64034375,0.26609375,0.98340625,0.42203125,0.17253125,192569,821442,0,0,0,183,1224,False
213,14844,63.59375,0.57796875,0.64034375,0.26609375,0.79628125,0.48440625,0.17253125,192536,821475,0,0,0,184,1320,False
214,14844,63.59375,0.57796875,0.64034375,0.26609375,0.79628125,0.42203125,0.11015625,122971,891040,0,0,0,180,1296,False
215,14844,63.59375,0.57796875,0.64034375,0.26609375,0.79628125,0.42203125,0.17253125,192605,821406,0,0,0,177,1200,False
216,17969,232.03125,0.88984375,0.11015625,0.82746875,0.60915625,0.85865625,0.73390625,174966,839045,0,0,0,183,1152,False
217,46094,232.03125,0.88984375,0.11015625,0.82746875,0.60915625,0.85865625,0.73390625,175002,839009,0,0,0,158,1248,False
218,17969,492.34375,0.88984375,0.11015625,0.82746875,0.60915625,0.85865625,0.73390625,175093,838918,0,0,0,156,1200,False
219,17969,232.03125,0.20371875,0.11015625,0.82746875,0.60915625,0.85865625,0.73390625,175090,838921,0,0,0,252,1368,False
220,17969,232.03125,0.88984375,0.51559375,0.82746875,0.60915625,0.85865625,0.73390625,174936,839075,0,0,0,133,1272,False
221,17969,232.03125,0.88984375,0.11015625,0.88984375,0.60915625,0.85865625,0.73390625,111820,902191,0,0,0,186,1176,False
222,17969,232.03125,0.88984375,0.11015625,0.82746875,0.67153125,0.85865625,0.73390625,174956,839055,0,0,0,179,1368,False
223,17969,232.03125,0.88984375,0.11015625,0.82746875,0.60915625,0.29728125,0.73390625,174971,839040,0,0,0,184,1248,False
224,17969,232.03125,0.88984375,0.11015625,0.82746875,0.60915625,0.85865625,0.04778125,12516,1001495,0,0,0,184,1200,False
225,17969,492.34375,0.20371875,0.51559375,0.88984375,0.67153125,0.29728125,0.04778125,8006,1006005,0,0,0,156,1296,False
226,46094,232.03125,0.20371875,0.51559375,0.88984375,0.67153125,0.29728125,0.04778125,8021,1005990,0,0,0,172,1176,False
227,46094,492.34375,0.88984375,0.51559375,0.88984375,0.67153125,0.29728125,0.04778125,8036,1005975,0,0,0,111,1248,False
228,46094,492.34375,0.20371875,0.11015625,0.88984375,0.67153125,0.29728125,0.04778125,7999,1006012,0,0,0,202,1176,True
229,46094,492.34375,0.20371875,0.51559375,0.82746875,0.67153125,0.29728125,0.04778125,12548,1001463,0,0,0,138,1320,False
230,46094,492.34375,0.20371875,0.51559375,0.88984375,0.60915625,0.29728125,0.04778125,8018,1005993,0,0,0,135,1224,False
231,46094,492.34375,0.20371875,0.51559375,0.88984375,0.67153125,0.85865625,0.04778125,8006,1006005,0,0,0,154,1272,False
232,46094,492.34375,0.20371875,0.51559375,0.88984375,0.67153125,0.29728125,0.73390625,111809,902202,0,0,0,154,1152,False
233,46094,492.34375,0.20371875,0.51559375,0.88984375,0.67153125,0.29728125,0.04778125,8012,1005999,0,0,0,151,1272,False
234,42969,477.03125,0.39084375,0.60915625,0.32846875,0.11015625,0.35965625,0.23490625,239960,774051,0,0,0,131,1200,False
235,21094,477.03125,0.39084375,0.60915625,0.32846875,0.11015625,0.35965625,0.23490625,239932,774079,0,0,0,130,1104,False
236,42969,247.34375,0.39084375,0.60915625,0.32846875,0.11015625,0.35965625,0.23490625,239865,774146,0,0,0,135,1320,False
237,42969,477.03125,0.70271875,0.60915625,0.32846875,0.11015625,0.35965625,0.23490625,239996,774015,0,0,0,112,1200,False
238,42969,477.03125,0.39084375,0.01659375,0.32846875,0.11015625,0.35965625,0.23490625,239955,774056,0,0,0,185,1224,False
239,42969,477.03125,0.39084375,0.60915625,0.39084375,0.11015625,0.35965625,0.23490625,217711,796300,0,0,0,128,1152,False
240,42969,477.03125,0.39084375,0.60915625,0.32846875,0.17253125,0.35965625,0.23490625,239972,774039,0,0,0,111,1152,False
241,42969,477.03125,0.39084375,0.60915625,0.32846875,0.11015625,0.79628125,0.23490625,240009,774002,0,0,0,124,1272,False
242,42969,477.03125,0.39084375,0.60915625,0.32846875,0.11015625,0.35965625,0.54678125,558608,455403,0,0,0,129,1152,False
243,42969,247.34375,0.70271875,0.01659375,0.39084375,0.17253125,0.79628125,0.54678125,506523,507488,0,0,0,201,1344,False
244,21094,477.03125,0.70271875,0.01659375,0.39084375,0.17253125,0.79628125,0.54678125,506758,507253,0,0,0,181,1296,False
245,21094,247.34375,0.39084375,0.01659375,0.39084375,0.17253125,0.79628125,0.54678125,506765,507246,0,0,0,226,1392,False
246,21094,247.34375,0.70271875,0.60915625,0.39084375,0.17253125,0.79628125,0.54678125,506592,507419,0,0,0,131,1200,False
247,21094,247.34375,0.70271875,0.01659375,0.32846875,0.17253125,0.79628125,0.54678125,558337,455674,0,0,0,225,1368,False
248,21094,247.34375,0.70271875,0.01659375,0.39084375,0.11015625,0.79628125,0.54678125,506752,507259,0,0,0,208,1224,False
249,21094,247.34375,0.70271875,0.01659375,0.39084375,0.17253125,0.35965625,0.54678125,506656,507355,0,0,0,204,1296,False
250,21094,247.34375,0.70271875,0.01659375,0.39084375,0.17253125,0.79628125,0.23490625,217486,796525,0,0,0,208,1200,False
251,21094,247.34375,0.70271875,0.01659375,0.39084375,0.17253125,0.79628125,0.54678125,506484,507527,0,0,0,209,1272,False
252,30469,109.53125,0.64034375,0.35965625,0.07896875,0.35965625,0.60915625,0.48440625,678589,335422,0,0,0,181,1200,False
253,8595,109.53125,0.64034375,0.35965625,0.07896875,0.35965625,0.60915625,0.48440625,678613,335398,0,0,0,183,1224,False
254,30469,124.84375,0.64034375,0.35965625,0.07896875,0.35965625,0.60915625,0.48440625,678633,335378,0,0,0,157,1416,False
255,30469,109.53125,0.95221875,0.35965625,0.07896875,0.35965625,0.60915625,0.48440625,678663,335348,0,0,0,155,1224,False
256,30469,109.53125,0.64034375,0.26609375,0.07896875,0.35965625,0.60915625,0.48440625,678637,335374,0,0,0,161,1248,False
257,30469,109.53125,0.64034375,0.35965625,0.64034375,0.35965625,0.60915625,0.48440625,264952,749059,0,0,0,175,1416,False
258,30469,109.53125,0.64034375,0.35965625,0.07896875,0.92103125,0.60915625,0.48440625,678563,335448,0,0,0,173,1200,False
259,30469,109.53125,0.64034375,0.35965625,0.07896875,0.35965625,0.54678125,0.48440625,678460,335551,0,0,0,161,1224,False
260,30469,109.53125,0.64034375,0.35965625,0.07896875,0.35965625,0.60915625,0.29728125,416446,597565,0,0,0,183,1344,False
261,30469,124.84375,0.95221875,0.26609375,0.64034375,0.92103125,0.54678125,0.29728125,162670,851341,0,0,0,157,1320,False
262,8595,109.53125,0.95221875,0.26609375,0.64034375,0.92103125,0.54678125,0.29728125,162734,851277,0,0,0,181,1248,False
263,8595,124.84375,0.64034375,0.26609375,0.64034375,0.92103125,0.54678125,0.29728125,162625,851386,0,0,0,184,1368,False
264,8595,124.84375,0.95221875,0.35965625,0.64034375,0.92103125,0.54678125,0.29728125,162659,851352,0,0,0,178,1248,False
265,8595,124.84375,0.95221875,0.26609375,0.07896875,0.92103125,0.54678125,0.29728125,416487,597524,0,0,0,175,1224,False
266,8595,124.84375,0.95221875,0.26609375,0.64034375,0.35965625,0.54678125,0.29728125,162740,851271,0,0,0,183,1176,False
267,8595,124.84375,0.95221875,0.26609375,0.64034375,0.92103125,0.60915625,0.29728125,162568,851443,0,0,0,177,1272,False
268,8595,124.84375,0.95221875,0.26609375,0.64034375,0.92103125,0.54678125,0.48440625,264866,749145,0,0,0,182,1320,False
269,8595,124.84375,0.95221875,0.26609375,0.64034375,0.92103125,0.54678125,0.29728125,162579,851432,0,0,0,180,1224,False
270,5470,354.53125,0.14134375,0.85865625,0.57796875,0.85865625,0.11015625,0.98340625,427922,586089,0,0,0,180,1272,False
271,33594,354.53125,0.14134375,0.85865625,0.57796875,0.85865625,0.11015625,0.98340625,427983,586028,0,0,0,152,1176,False
272,5470,369.84375,0.14134375,0.85865625,0.57796875,0.85865625,0.11015625,0.98340625,427878,586133,0,0,0,180,1224,False
273,5470,354.53125,0.45321875,0.85865625,0.57796875,0.85865625,0.11015625,0.98340625,427979,586032,0,0,0,138,1296,False
274,5470,354.53125,0.14134375,0.76509375,0.57796875,0.85865625,0.11015625,0.98340625,427927,586084,0,0,0,180,1368,False
275,5470,354.53125,0.14134375,0.85865625,0.14134375,0.85865625,0.11015625,0.98340625,870824,143187,0,0,0,178,1344,False
276,5470,354.53125,0.14134375,0.85865625,0.57796875,0.42203125,0.11015625,0.98340625,427809,586202,0,0,0,177,1608,False
277,5470,354.53125,0.14134375,0.85865625,0.57796875,0.85865625,0.04778125,0.98340625,428122,585889,0,0,0,169,1392,False
278,5470,354.53125,0.14134375,0.85865625,0.57796875,0.85865625,0.11015625,0.79628125,427928,586083,0,0,0,160,1224,False
279,5470,369.84375,0.45321875,0.76509375,0.14134375,0.42203125,0.04778125,0.79628125,870640,143371,0,0,0,150,1248,False
280,33594,354.53125,0.45321875,0.76509375,0.14134375,0.42203125,0.04778125,0.79628125,870631,143380,0,0,0,131,1248,False
281,33594,369.84375,0.14134375,0.76509375,0.14134375,0.42203125,0.04778125,0.79628125,870598,143413,0,0,0,157,1224,False
282,33594,369.84375,0.45321875,0.85865625,0.14134375,0.42203125,0.04778125,0.79628125,870681,143330,0,0,0,131,1176,False
283,33594,369.84375,0.45321875,0.76509375,0.57796875,0.42203125,0.04778125,0.79628125,427803,586208,0,0,0,132,1488,False
284,33594,369.84375,0.45321875,0.76509375,0.14134375,0.85865625,0.04778125,0.79628125,870689,143322,0,0,0,124,1248,False
285,33594,369.84375,0.45321875,0.76509375,0.14134375,0.42203125,0.11015625,0.79628125,870603,143408,0,0,0,120,1224,False
286,33594,369.84375,0.45321875,0.76509375,0.14134375,0.42203125,0.04778125,0.98340625,870684,143327,0,0,0,127,1224,False
287,33594,369.84375,0.45321875,0.76509375,0.14134375,0.42203125,0.04778125,0.79628125,870693,143318,0,0,0,129,1200,False
288,3907,124.84375,0.79628125,0.14134375,0.42203125,0.07896875,0.26609375,0.45321875,398467,615544,0,0,0,227,1272,False
289,25782,124.84375,0.79628125,0.14134375,0.42203125,0.07896875,0.26609375,0.45321875,398402,615609,0,0,0,181,1272,False
290,3907,78.90625,0.79628125,0.14134375,0.42203125,0.07896875,0.26609375,0.45321875,398606,615405,0,0,0,234,1416,False
291,3907,124.84375,0.48440625,0.14134375,0.42203125,0.07896875,0.26609375,0.45321875,398509,615502,0,0,0,234,1272,False
292,3907,124.84375,0.79628125,0.60915625,0.42203125,0.07896875,0.26609375,0.45321875,398586,615425,0,0,0,162,1176,False
293,3907,124.84375,0.79628125,0.14134375,0.85865625,0.07896875,0.26609375,0.45321875,97518,916493,0,0,0,227,1368,False
294,3907,124.84375,0.79628125,0.14134375,0.42203125,0.32846875,0.26609375,0.45321875,398400,615611,0,0,0,210,1296,False
295,3907,124.84375,0.79628125,0.14134375,0.42203125,0.07896875,0.64034375,0.45321875,398374,615637,0,0,0,226,1440,False
296,3907,124.84375,0.79628125,0.14134375,0.42203125,0.07896875,0.26609375,0.07896875,69424,944587,0,0,0,211,1272,False
297,3907,78.90625,0.48440625,0.60915625,0.85865625,0.32846875,0.64034375,0.07896875,16966,997045,0,0,0,204,1248,False
298,25782,124.84375,0.48440625,0.60915625,0.85865625,0.32846875,0.64034375,0.07896875,16923,997088,0,0,0,159,1296,False
299,25782,78.90625,0.79628125,0.60915625,0.85865625,0.32846875,0.64034375,0.07896875,16972,997039,0,0,0,159,1152,False
300,25782,78.90625,0.48440625,0.14134375,0.85865625,0.32846875,0.64034375,0.07896875,16960,997051,0,0,0,257,1488,False
301,25782,78.90625,0.48440625,0.60915625,0.42203125,0.32846875,0.64034375,0.07896875,69498,944513,0,0,0,183,1392,False
302,25782,78.90625,0.48440625,0.60915625,0.85865625,0.07896875,0.64034375,0.07896875,16940,997071,0,0,0,182,1248,False
303,25782,78.90625,0.48440625,0.60915625,0.85865625,0.32846875,0.26609375,0.07896875,16950,997061,0,0,0,184,1224,False
304,25782,78.90625,0.48440625,0.60915625,0.85865625,0.32846875,0.64034375,0.45321875,97350,916661,0,0,0,176,1200,False
305,25782,78.90625,0.48440625,0.60915625,0.85865625,0.32846875,0.64034375,0.07896875,16996,997015,0,0,0,179,1176,False
306,28907,369.84375,0.29728125,0.64034375,0.92103125,0.57796875,0.76509375,0.95221875,80022,933989,0,0,0,153,1272,False
307,782,369.84375,0.29728125,0.64034375,0.92103125,0.57796875,0.76509375,0.95221875,80083,933928,0,0,0,180,1200,False
308,28907,323.90625,0.29728125,0.64034375,0.92103125,0.57796875,0.76509375,0.95221875,80102,933909,0,0,0,153,1224,False
309,28907,369.84375,0.98340625,0.64034375,0.92103125,0.57796875,0.76509375,0.95221875,80080,933931,0,0,0,110,1248,False
310,28907,369.84375,0.29728125,0.11015625,0.92103125,0.57796875,0.76509375,0.95221875,79936,934075,0,0,0,201,1296,False
311,28907,369.84375,0.29728125,0.64034375,0.35965625,0.57796875,0.76509375,0.95221875,649564,364447,0,0,0,141,1272,False
312,28907,369.84375,0.29728125,0.64034375,0.92103125,0.82746875,0.76509375,0.95221875,80043,933968,0,0,0,137,1344,False
313,28907,369.84375,0.29728125,0.64034375,0.92103125,0.57796875,0.14134375,0.95221875,80142,933869,0,0,0,136,1176,False
314,28907,369.84375,0.29728125,0.64034375,0.92103125,0.57796875,0.76509375,0.57796875,69371,944640,0,0,0,135,1296,False
315,28907,323.90625,0.98340625,0.11015625,0.35965625,0.82746875,0.14134375,0.57796875,562853,451158,0,0,0,152,1248,False
316,782,369.84375,0.98340625,0.11015625,0.35965625,0.82746875,0.14134375,0.57796875,563087,450924,0,0,0,186,1320,False
317,782,323.90625,0.29728125,0.11015625,0.35965625,0.82746875,0.14134375,0.57796875,562950,451061,0,0,0,258,1344,False
318,782,323.90625,0.98340625,0.64034375,0.35965625,0.82746875,0.14134375,0.57796875,562877,451134,0,0,0,146,1128,False
319,782,323.90625,0.98340625,0.11015625,0.92103125,0.82746875,0.14134375,0.57796875,69455,944556,0,0,0,206,1272,False
320,782,323.90625,0.98340625,0.11015625,0.35965625,0.57796875,0.14134375,0.57796875,562981,451030,0,0,0,204,1224,False
321,782,323.90625,0.98340625,0.11015625,0.35965625,0.82746875,0.76509375,0.57796875,562912,451099,0,0,0,203,1224,False
322,782,323.90625,0.98340625,0.11015625,0.35965625,0.82746875,0.14134375,0.95221875,649350,364661,0,0,0,201,1344,False
323,782,323.90625,0.98340625,0.11015625,0.35965625,0.82746875,0.14134375,0.57796875,562947,451064,0,0,0,185,1200,False
324,41406,247.34375,0.54678125,0.39084375,0.67153125,0.82746875,0.01659375,0.70271875,333019,680992,0,0,0,140,1320,False
325,13282,247.34375,0.54678125,0.39084375,0.67153125,0.82746875,0.01659375,0.70271875,332997,681014,0,0,0,158,1296,False
326,41406,446.40625,0.54678125,0.39084375,0.67153125,0.82746875,0.01659375,0.70271875,333185,680826,0,0,0,128,1200,False
327,41406,247.34375,0.73390625,0.39084375,0.67153125,0.82746875,0.01659375,0.70271875,333062,680949,0,0,0,134,1200,False
328,41406,247.34375,0.54678125,0.35965625,0.67153125,0.82746875,0.01659375,0.70271875,333352,680659,0,0,0,152,1272,False
329,41406,247.34375,0.54678125,0.39084375,0.60915625,0.82746875,0.01659375,0.70271875,396277,617734,0,0,0,135,1224,False
330,41406,247.34375,0.54678125,0.39084375,0.67153125,0.07896875,0.01659375,0.70271875,333137,680874,0,0,0,136,1248,False
331,41406,247.34375,0.54678125,0.39084375,0.67153125,0.82746875,0.39084375,0.70271875,332941,681070,0,0,0,150,1320,False
332,41406,247.34375,0.54678125,0.39084375,0.67153125,0.82746875,0.01659375,0.32846875,164026,849985,0,0,0,146,1200,False
333,41406,446.40625,0.73390625,0.35965625,0.60915625,0.07896875,0.39084375,0.32846875,195403,818608,0,0,0,128,1296,False
334,13282,247.34375,0.73390625,0.35965625,0.60915625,0.07896875,0.39084375,0.32846875,195138,818873,0,0,0,155,1344,False
335,13282,446.40625,0.54678125,0.35965625,0.60915625,0.07896875,0.39084375,0.32846875,195313,818698,0,0,0,137,1200,False
336,13282,446.40625,0.73390625,0.39084375,0.60915625,0.07896875,0.39084375,0.32846875,195194,818817,0,0,0,136,1248,False
337,13282,446.40625,0.73390625,0.35965625,0.67153125,0.07896875,0.39084375,0.32846875,164200,849811,0,0,0,135,1344,False
338,13282,446.40625,0.73390625,0.35965625,0.60915625,0.82746875,0.39084375,0.32846875,195182,818829,0,0,0,138,1272,False
339,13282,446.40625,0.73390625,0.35965625,0.60915625,0.07896875,0.01659375,0.32846875,195351,818660,0,0,0,138,1272,False
340,13282,446.40625,0.73390625,0.35965625,0.60915625,0.07896875,0.39084375,0.70271875,396421,617590,0,0,0,135,1128,False
341,13282,446.40625,0.73390625,0.35965625,0.60915625,0.07896875,0.39084375,0.32846875,195193,818818,0,0,0,134,1224,False
342,16407,492.34375,0.04778125,0.88984375,0.17253125,0.32846875,0.51559375,0.20371875,256429,757582,0,0,0,183,1296,False
343,38281,492.34375,0.04778125,0.88984375,0.17253125,0.32846875,0.51559375,0.20371875,256516,757495,0,0,0,179,1416,False
344,16407,201.40625,0.04778125,0.88984375,0.17253125,0.32846875,0.51559375,0.20371875,256425,757586,0,0,0,249,1608,False
345,16407,492.34375,0.23490625,0.88984375,0.17253125,0.32846875,0.51559375,0.20371875,256399,757612,0,0,0,154,1200,False
346,16407,492.34375,0.04778125,0.85865625,0.17253125,0.32846875,0.51559375,0.20371875,256427,757584,0,0,0,200,1272,False
347,16407,492.34375,0.04778125,0.88984375,0.11015625,0.32846875,0.51559375,0.20371875,275686,738325,0,0,0,182,1344,False
348,16407,492.34375,0.04778125,0.88984375,0.17253125,0.57796875,0.51559375,0.20371875,256443,757568,0,0,0,186,1176,False
349,16407,492.34375,0.04778125,0.88984375,0.17253125,0.32846875,0.88984375,0.20371875,256418,757593,0,0,0,198,1440,False
350,16407,492.34375,0.04778125,0.88984375,0.17253125,0.32846875,0.51559375,0.82746875,839008,175003,0,0,0,182,1200,False
351,16407,201.40625,0.23490625,0.85865625,0.11015625,0.57796875,0.88984375,0.82746875,902312,111699,0,0,0,175,1200,False
352,38281,492.34375,0.23490625,0.85865625,0.11015625,0.57796875,0.88984375,0.82746875,902244,111767,0,0,0,134,1248,False
353,38281,201.40625,0.04778125,0.85865625,0.11015625,0.57796875,0.88984375,0.82746875,902334,111677,0,0,0,210,1272,False
354,38281,201.40625,0.23490625,0.88984375,0.11015625,0.57796875,0.88984375,0.82746875,902449,111562,0,0,0,157,1272,False
355,38281,201.40625,0.23490625,0.85865625,0.17253125,0.57796875,0.88984375,0.82746875,839229,174782,0,0,0,155,1200,False
356,38281,201.40625,0.23490625,0.85865625,0.11015625,0.32846875,0.88984375,0.82746875,902183,111828,0,0,0,161,1176,False
357,38281,201.40625,0.23490625,0.85865625,0.11015625,0.57796875,0.51559375,0.82746875,902432,111579,0,0,0,156,1344,False
358,38281,201.40625,0.23490625,0.85865625,0.11015625,0.57796875,0.88984375,0.20371875,275717,738294,0,0,0,155,1272,False
359,38281,201.40625,0.23490625,0.85865625,0.11015625,0.57796875,0.88984375,0.82746875,902311,111700,0,0,0,156,1200,False
360,22657,186.09375,0.42203125,0.76509375,0.04778125,0.20371875,0.14134375,0.57796875,837107,176904,0,0,0,161,1200,False
361,19532,186.09375,0.42203125,0.76509375,0.04778125,0.20371875,0.14134375,0.57796875,837002,177009,0,0,0,152,1272,False
362,22657,262.65625,0.42203125,0.76509375,0.04778125,0.20371875,0.14134375,0.57796875,837139,176872,0,0,0,149,1320,False
363,22657,186.09375,0.60915625,0.76509375,0.04778125,0.20371875,0.14134375,0.57796875,837123,176888,0,0,0,138,1152,False
364,22657,186.09375,0.42203125,0.98340625,0.04778125,0.20371875,0.14134375,0.57796875,837083,176928,0,0,0,152,1176,False
365,22657,186.09375,0.42203125,0.76509375,0.73390625,0.20371875,0.14134375,0.57796875,233820,780191,0,0,0,152,1176,False
366,22657,186.09375,0.42203125,0.76509375,0.04778125,0.95221875,0.14134375,0.57796875,837047,176964,0,0,0,153,1152,False
367,22657,186.09375,0.42203125,0.76509375,0.04778125,0.20371875,0.76509375,0.57796875,837151,176860,0,0,0,156,1152,False
368,22657,186.09375,0.42203125,0.76509375,0.04778125,0.20371875,0.14134375,0.95221875,965621,48390,0,0,0,156,1248,False
369,22657,262.65625,0.60915625,0.98340625,0.73390625,0.95221875,0.76509375,0.95221875,269873,744138,0,0,0,130,1176,False
370,19532,186.09375,0.60915625,0.98340625,0.73390625,0.95221875,0.76509375,0.95221875,269668,744343,0,0,0,132,1152,False
371,19532,262.65625,0.42203125,0.98340625,0.73390625,0.95221875,0.76509375,0.95221875,269766,744245,0,0,0,135,1248,False
372,19532,262.65625,0.60915625,0.76509375,0.73390625,0.95221875,0.76509375,0.95221875,270058,743953,0,0,0,132,1200,False
373,19532,262.65625,0.60915625,0.98340625,0.04778125,0.95221875,0.76509375,0.95221875,965565,48446,0,0,0,131,1320,False
374,19532,262.65625,0.60915625,0.98340625,0.73390625,0.20371875,0.76509375,0.95221875,269784,744227,0,0,0,129,1488,False
375,19532,262.65625,0.60915625,0.98340625,0.73390625,0.95221875,0.14134375,0.95221875,269740,744271,0,0,0,130,1152,False
376,19532,262.65625,0.60915625,0.98340625,0.73390625,0.95221875,0.76509375,0.57796875,233833,780178,0,0,0,131,1296,False
377,19532,262.65625,0.60915625,0.98340625,0.73390625,0.95221875,0.76509375,0.95221875,269886,744125,0,0,0,131,1128,False
378,47656,431.09375,0.92103125,0.26609375,0.54678125,0.70271875,0.64034375,0.07896875,54470,959541,0,0,0,128,1296,False
379,44531,431.09375,0.92103125,0.26609375,0.54678125,0.70271875,0.64034375,0.07896875,54409,959602,0,0,0,114,1200,False
380,47656,17.65625,0.92103125,0.26609375,0.54678125,0.70271875,0.64034375,0.07896875,54386,959625,0,0,0,252,1320,False
381,47656,431.09375,0.11015625,0.26609375,0.54678125,0.70271875,0.64034375,0.07896875,54452,959559,0,0,0,184,1176,False
382,47656,431.09375,0.92103125,0.48440625,0.54678125,0.70271875,0.64034375,0.07896875,54455,959556,0,0,0,111,1248,False
383,47656,431.09375,0.92103125,0.26609375,0.23490625,0.70271875,0.64034375,0.07896875,91908,922103,0,0,0,129,1296,False
384,47656,431.09375,0.92103125,0.26609375,0.54678125,0.45321875,0.64034375,0.07896875,54503,959508,0,0,0,128,1704,False
385,47656,431.09375,0.92103125,0.26609375,0.54678125,0.70271875,0.26609375,0.07896875,54452,959559,0,0,0,131,1176,False
386,47656,431.09375,0.92103125,0.26609375,0.54678125,0.70271875,0.64034375,0.45321875,312522,701489,0,0,0,129,1368,False
387,47656,17.65625,0.11015625,0.48440625,0.23490625,0.45321875,0.26609375,0.45321875,527536,486475,0,0,0,378,1488,False
388,44531,431.09375,0.11015625,0.48440625,0.23490625,0.45321875,0.26609375,0.45321875,527312,486699,0,0,0,176,1248,False
389,44531,17.65625,0.92103125,0.48440625,0.23490625,0.45321875,0.26609375,0.45321875,527417,486594,0,0,0,206,1320,False
390,44531,17.65625,0.11015625,0.26609375,0.23490625,0.45321875,0.26609375,0.45321875,527387,486624,0,0,0,400,1632,False
391,44531,17.65625,0.11015625,0.48440625,0.54678125,0.45321875,0.26609375,0.45321875,312480,701531,0,0,0,378,1440,False
392,44531,17.65625,0.11015625,0.48440625,0.23490625,0.70271875,0.26609375,0.45321875,527524,486487,0,0,0,378,1464,False
393,44531,17.65625,0.11015625,0.48440625,0.23490625,0.45321875,0.64034375,0.45321875,527509,486502,0,0,0,396,1608,False
394,44531,17.65625,0.11015625,0.48440625,0.23490625,0.45321875,0.26609375,0.07896875,91803,922208,0,0,0,377,1296,False
395,44531,17.65625,0.11015625,0.48440625,0.23490625,0.45321875,0.26609375,0.45321875,527356,486655,0,0,0,376,1296,False
396,35157,63.59375,0.17253125,0.51559375,0.79628125,0.95221875,0.39084375,0.32846875,101677,912334,0,0,0,251,1272,False
397,32032,63.59375,0.17253125,0.51559375,0.79628125,0.95221875,0.39084375,0.32846875,101764,912247,0,0,0,258,1488,False
398,35157,140.15625,0.17253125,0.51559375,0.79628125,0.95221875,0.39084375,0.32846875,101696,912315,0,0,0,203,1200,False
399,35157,63.59375,0.35965625,0.51559375,0.79628125,0.95221875,0.39084375,0.32846875,101696,912315,0,0,0,205,1704,False
400,35157,63.59375,0.17253125,0.23490625,0.79628125,0.95221875,0.39084375,0.32846875,101758,912253,0,0,0,291,1320,False
401,35157,63.59375,0.17253125,0.51559375,0.98340625,0.95221875,0.39084375,0.32846875,8333,1005678,0,0,0,249,1272,False
402,35157,63.59375,0.17253125,0.51559375,0.79628125,0.70271875,0.39084375,0.32846875,101810,912201,0,0,0,236,1392,False
403,35157,63.59375,0.17253125,0.51559375,0.79628125,0.95221875,0.01659375,0.32846875,101860,912151,0,0,0,251,1224,False
404,35157,63.59375,0.17253125,0.51559375,0.79628125,0.95221875,0.39084375,0.70271875,206606,807405,0,0,0,248,1224,False
405,35157,140.15625,0.35965625,0.23490625,0.98340625,0.70271875,0.01659375,0.70271875,16753,997258,0,0,0,204,1320,False
406,32032,63.59375,0.35965625,0.23490625,0.98340625,0.70271875,0.01659375,0.70271875,16838,997173,0,0,0,274,1248,False
407,32032,140.15625,0.17253125,0.23490625,0.98340625,0.70271875,0.01659375,0.70271875,16902,997109,0,0,0,250,1176,False
408,32032,140.15625,0.35965625,0.51559375,0.98340625,0.70271875,0.01659375,0.70271875,16923,997088,0,0,0,178,1440,False
409,32032,140.15625,0.35965625,0.23490625,0.79628125,0.70271875,0.01659375,0.70271875,206562,807449,0,0,0,205,1272,False
410,32032,140.15625,0.35965625,0.23490625,0.98340625,0.95221875,0.01659375,0.70271875,16868,997143,0,0,0,202,1200,False
411,32032,140.15625,0.35965625,0.23490625,0.98340625,0.70271875,0.39084375,0.70271875,16760,997251,0,0,0,206,1272,False
412,32032,140.15625,0.35965625,0.23490625,0.98340625,0.70271875,0.01659375,0.32846875,8320,1005691,0,0,0,228,1392,False
413,32032,140.15625,0.35965625,0.23490625,0.98340625,0.70271875,0.01659375,0.70271875,16925,997086,0,0,0,203,1128,False
414,10157,308.59375,0.67153125,0.01659375,0.29728125,0.45321875,0.88984375,0.82746875,712547,301464,0,0,0,203,1248,False
415,7032,308.59375,0.67153125,0.01659375,0.29728125,0.45321875,0.88984375,0.82746875,712563,301448,0,0,0,218,1224,False
416,10157,385.15625,0.67153125,0.01659375,0.29728125,0.45321875,0.88984375,0.82746875,712443,301568,0,0,0,200,1224,False
417,10157,308.59375,0.85865625,0.01659375,0.29728125,0.45321875,0.88984375,0.82746875,712573,301438,0,0,0,201,1320,False
418,10157,308.59375,0.67153125,0.73390625,0.29728125,0.45321875,0.88984375,0.82746875,712597,301414,0,0,0,133,1248,False
419,10157,308.59375,0.67153125,0.01659375,0.48440625,0.45321875,0.88984375,0.82746875,522779,491232,0,0,0,226,1392,False
420,10157,308.59375,0.67153125,0.01659375,0.29728125,0.20371875,0.88984375,0.82746875,712660,301351,0,0,0,205,1296,False
