nb_init_infected,density_ref_contact,init_all_ages_successful_contact_rate_human,init_all_ages_factor_contact_rate_asymptomatic,init_all_ages_proportion_asymptomatic,init_all_ages_proportion_hospitalisation,init_all_ages_proportion_icu,init_all_ages_proportion_dead_symptomatic,nb_dead,nb_recovered,nb_susceptibles,nb_infectious,nb_infected,step_max_peak,step_end_epidemiology
7032,216.71875,0.23490625,0.32846875,0.98340625,0.26609375,0.20371875,0.88984375,16900,997111,0,0,0,225,1296
7032,232.03125,0.79628125,0.54678125,0.17253125,0.64034375,0.45321875,0.88984375,839168,174843,0,0,0,136,1272
22657,216.71875,0.79628125,0.54678125,0.17253125,0.64034375,0.45321875,0.88984375,839171,174840,0,0,0,135,1272
22657,232.03125,0.23490625,0.54678125,0.17253125,0.64034375,0.45321875,0.88984375,839036,174975,0,0,0,177,1248
22657,232.03125,0.79628125,0.32846875,0.17253125,0.64034375,0.45321875,0.88984375,839234,174777,0,0,0,138,1368
22657,232.03125,0.79628125,0.54678125,0.98340625,0.64034375,0.45321875,0.88984375,16837,997174,0,0,0,135,1104
22657,232.03125,0.79628125,0.54678125,0.17253125,0.26609375,0.45321875,0.88984375,839007,175004,0,0,0,146,1224
22657,232.03125,0.79628125,0.54678125,0.17253125,0.64034375,0.20371875,0.88984375,839061,174950,0,0,0,132,1224
22657,232.03125,0.79628125,0.54678125,0.17253125,0.64034375,0.45321875,0.51559375,648902,365109,0,0,0,134,1200
22657,232.03125,0.79628125,0.54678125,0.17253125,0.64034375,0.45321875,0.88984375,839031,174980,0,0,0,132,1368
32032,461.71875,0.73390625,0.82746875,0.48440625,0.76509375,0.70271875,0.01659375,13024,1000987,0,0,0,110,1152
47656,461.71875,0.73390625,0.82746875,0.48440625,0.76509375,0.70271875,0.01659375,13021,1000990,0,0,0,94,1272
32032,477.03125,0.73390625,0.82746875,0.48440625,0.76509375,0.70271875,0.01659375,13049,1000962,0,0,0,112,1128
32032,461.71875,0.29728125,0.82746875,0.48440625,0.76509375,0.70271875,0.01659375,13003,1001008,0,0,0,131,1224
32032,461.71875,0.73390625,0.04778125,0.48440625,0.76509375,0.70271875,0.01659375,13008,1001003,0,0,0,177,1176
32032,461.71875,0.73390625,0.82746875,0.67153125,0.76509375,0.70271875,0.01659375,8271,1005740,0,0,0,108,1248
32032,461.71875,0.73390625,0.82746875,0.48440625,0.14134375,0.70271875,0.01659375,12985,1001026,0,0,0,111,1200
32032,461.71875,0.73390625,0.82746875,0.48440625,0.76509375,0.95221875,0.01659375,12992,1001019,0,0,0,109,1200
32032,461.71875,0.73390625,0.82746875,0.48440625,0.76509375,0.70271875,0.39084375,306513,707498,0,0,0,107,1464
32032,477.03125,0.29728125,0.04778125,0.67153125,0.14134375,0.95221875,0.39084375,195203,818808,0,0,0,206,1224
47656,461.71875,0.29728125,0.04778125,0.67153125,0.14134375,0.95221875,0.39084375,195244,818767,0,0,0,202,1176
47656,477.03125,0.73390625,0.04778125,0.67153125,0.14134375,0.95221875,0.39084375,195145,818866,0,0,0,161,1368
47656,477.03125,0.29728125,0.82746875,0.67153125,0.14134375,0.95221875,0.39084375,195121,818890,0,0,0,128,1224
47656,477.03125,0.29728125,0.04778125,0.48440625,0.14134375,0.95221875,0.39084375,306625,707386,0,0,0,178,1224
47656,477.03125,0.29728125,0.04778125,0.67153125,0.76509375,0.95221875,0.39084375,195434,818577,0,0,0,202,1368
47656,477.03125,0.29728125,0.04778125,0.67153125,0.14134375,0.70271875,0.39084375,195224,818787,0,0,0,184,1344
47656,477.03125,0.29728125,0.04778125,0.67153125,0.14134375,0.95221875,0.01659375,8313,1005698,0,0,0,201,1224
47656,477.03125,0.29728125,0.04778125,0.67153125,0.14134375,0.95221875,0.39084375,195253,818758,0,0,0,203,1200
44531,94.21875,0.48440625,0.07896875,0.23490625,0.51559375,0.45321875,0.26609375,309640,704371,0,0,0,208,1320
35157,94.21875,0.48440625,0.07896875,0.23490625,0.51559375,0.45321875,0.26609375,309616,704395,0,0,0,210,1248
44531,354.53125,0.48440625,0.07896875,0.23490625,0.51559375,0.45321875,0.26609375,309647,704364,0,0,0,175,1248
44531,94.21875,0.04778125,0.07896875,0.23490625,0.51559375,0.45321875,0.26609375,309652,704359,0,0,0,392,1368
44531,94.21875,0.48440625,0.29728125,0.23490625,0.51559375,0.45321875,0.26609375,309607,704404,0,0,0,182,1224
44531,94.21875,0.48440625,0.07896875,0.42203125,0.51559375,0.45321875,0.26609375,234014,779997,0,0,0,227,1464
44531,94.21875,0.48440625,0.07896875,0.23490625,0.88984375,0.45321875,0.26609375,309750,704261,0,0,0,209,1344
44531,94.21875,0.48440625,0.07896875,0.23490625,0.51559375,0.70271875,0.26609375,309692,704319,0,0,0,220,1248
44531,94.21875,0.48440625,0.07896875,0.23490625,0.51559375,0.45321875,0.64034375,745422,268589,0,0,0,228,1392
44531,354.53125,0.04778125,0.29728125,0.42203125,0.88984375,0.70271875,0.64034375,562725,451286,0,0,0,232,1248
35157,94.21875,0.04778125,0.29728125,0.42203125,0.88984375,0.70271875,0.64034375,562959,451052,0,0,0,348,1536
35157,354.53125,0.48440625,0.29728125,0.42203125,0.88984375,0.70271875,0.64034375,562845,451166,0,0,0,136,1272
35157,354.53125,0.04778125,0.07896875,0.42203125,0.88984375,0.70271875,0.64034375,562904,451107,0,0,0,281,1464
35157,354.53125,0.04778125,0.29728125,0.23490625,0.88984375,0.70271875,0.64034375,745350,268661,0,0,0,229,1200
35157,354.53125,0.04778125,0.29728125,0.42203125,0.51559375,0.70271875,0.64034375,562928,451083,0,0,0,253,1248
35157,354.53125,0.04778125,0.29728125,0.42203125,0.88984375,0.45321875,0.64034375,562989,451022,0,0,0,239,1440
35157,354.53125,0.04778125,0.29728125,0.42203125,0.88984375,0.70271875,0.26609375,233913,780098,0,0,0,229,1200
35157,354.53125,0.04778125,0.29728125,0.42203125,0.88984375,0.70271875,0.64034375,563030,450981,0,0,0,233,1704
19532,339.21875,0.98340625,0.57796875,0.73390625,0.01659375,0.95221875,0.76509375,269747,744264,0,0,0,120,1272
10157,339.21875,0.98340625,0.57796875,0.73390625,0.01659375,0.95221875,0.76509375,269727,744284,0,0,0,127,1224
19532,109.53125,0.98340625,0.57796875,0.73390625,0.01659375,0.95221875,0.76509375,269787,744224,0,0,0,153,1344
19532,339.21875,0.54678125,0.57796875,0.73390625,0.01659375,0.95221875,0.76509375,269777,744234,0,0,0,129,1296
19532,339.21875,0.98340625,0.79628125,0.73390625,0.01659375,0.95221875,0.76509375,269840,744171,0,0,0,110,1320
19532,339.21875,0.98340625,0.57796875,0.92103125,0.01659375,0.95221875,0.76509375,79998,934013,0,0,0,129,1248
19532,339.21875,0.98340625,0.57796875,0.73390625,0.39084375,0.95221875,0.76509375,269769,744242,0,0,0,118,1200
19532,339.21875,0.98340625,0.57796875,0.73390625,0.01659375,0.20371875,0.76509375,269910,744101,0,0,0,128,1248
19532,339.21875,0.98340625,0.57796875,0.73390625,0.01659375,0.95221875,0.14134375,57208,956803,0,0,0,116,1152
19532,109.53125,0.54678125,0.79628125,0.92103125,0.39084375,0.20371875,0.14134375,17000,997011,0,0,0,156,1272
10157,339.21875,0.54678125,0.79628125,0.92103125,0.39084375,0.20371875,0.14134375,17014,996997,0,0,0,148,1176
10157,109.53125,0.98340625,0.79628125,0.92103125,0.39084375,0.20371875,0.14134375,16971,997040,0,0,0,155,1392
10157,109.53125,0.54678125,0.57796875,0.92103125,0.39084375,0.20371875,0.14134375,17003,997008,0,0,0,182,1224
10157,109.53125,0.54678125,0.79628125,0.73390625,0.39084375,0.20371875,0.14134375,57231,956780,0,0,0,158,1200
10157,109.53125,0.54678125,0.79628125,0.92103125,0.01659375,0.20371875,0.14134375,16947,997064,0,0,0,162,1320
10157,109.53125,0.54678125,0.79628125,0.92103125,0.39084375,0.95221875,0.14134375,16997,997014,0,0,0,156,1344
10157,109.53125,0.54678125,0.79628125,0.92103125,0.39084375,0.20371875,0.76509375,80248,933763,0,0,0,161,1272
10157,109.53125,0.54678125,0.79628125,0.92103125,0.39084375,0.20371875,0.14134375,16963,997048,0,0,0,180,1344
13282,32.96875,0.60915625,0.70271875,0.60915625,0.39084375,0.32846875,0.39084375,232412,781599,0,0,0,228,1200
28907,32.96875,0.60915625,0.70271875,0.60915625,0.39084375,0.32846875,0.39084375,232381,781630,0,0,0,184,1536
13282,415.78125,0.60915625,0.70271875,0.60915625,0.39084375,0.32846875,0.39084375,232335,781676,0,0,0,128,1368
13282,32.96875,0.17253125,0.70271875,0.60915625,0.39084375,0.32846875,0.39084375,232225,781786,0,0,0,300,1344
13282,32.96875,0.60915625,0.92103125,0.60915625,0.39084375,0.32846875,0.39084375,232409,781602,0,0,0,204,1488
13282,32.96875,0.60915625,0.70271875,0.29728125,0.39084375,0.32846875,0.39084375,417752,596259,0,0,0,206,1224
13282,32.96875,0.60915625,0.70271875,0.60915625,0.01659375,0.32846875,0.39084375,232411,781600,0,0,0,205,1392
13282,32.96875,0.60915625,0.70271875,0.60915625,0.39084375,0.07896875,0.39084375,232368,781643,0,0,0,225,1344
13282,32.96875,0.60915625,0.70271875,0.60915625,0.39084375,0.32846875,0.01659375,9881,1004130,0,0,0,203,1224
13282,415.78125,0.17253125,0.92103125,0.29728125,0.01659375,0.07896875,0.01659375,17697,996314,0,0,0,154,1176
28907,32.96875,0.17253125,0.92103125,0.29728125,0.01659375,0.07896875,0.01659375,17727,996284,0,0,0,251,1224
28907,415.78125,0.60915625,0.92103125,0.29728125,0.01659375,0.07896875,0.01659375,17723,996288,0,0,0,112,1224
28907,415.78125,0.17253125,0.70271875,0.29728125,0.01659375,0.07896875,0.01659375,17701,996310,0,0,0,155,1200
28907,415.78125,0.17253125,0.92103125,0.60915625,0.01659375,0.07896875,0.01659375,9892,1004119,0,0,0,144,1416
28907,415.78125,0.17253125,0.92103125,0.29728125,0.39084375,0.07896875,0.01659375,17743,996268,0,0,0,138,1248
28907,415.78125,0.17253125,0.92103125,0.29728125,0.01659375,0.32846875,0.01659375,17730,996281,0,0,0,135,1128
28907,415.78125,0.17253125,0.92103125,0.29728125,0.01659375,0.07896875,0.39084375,417749,596262,0,0,0,152,1440
28907,415.78125,0.17253125,0.92103125,0.29728125,0.01659375,0.07896875,0.01659375,17715,996296,0,0,0,140,1296
38281,277.96875,0.11015625,0.20371875,0.11015625,0.88984375,0.82746875,0.88984375,902178,111833,0,0,0,224,1200
3907,277.96875,0.11015625,0.20371875,0.11015625,0.88984375,0.82746875,0.88984375,902367,111644,0,0,0,272,1368
38281,170.78125,0.11015625,0.20371875,0.11015625,0.88984375,0.82746875,0.88984375,902355,111656,0,0,0,250,1296
38281,277.96875,0.67153125,0.20371875,0.11015625,0.88984375,0.82746875,0.88984375,902270,111741,0,0,0,137,1224
38281,277.96875,0.11015625,0.42203125,0.11015625,0.88984375,0.82746875,0.88984375,902350,111661,0,0,0,180,1176
38281,277.96875,0.11015625,0.20371875,0.79628125,0.88984375,0.82746875,0.88984375,206728,807283,0,0,0,229,1248
38281,277.96875,0.11015625,0.20371875,0.11015625,0.51559375,0.82746875,0.88984375,902270,111741,0,0,0,229,1272
38281,277.96875,0.11015625,0.20371875,0.11015625,0.88984375,0.57796875,0.88984375,902381,111630,0,0,0,234,1272
38281,277.96875,0.11015625,0.20371875,0.11015625,0.88984375,0.82746875,0.51559375,697638,316373,0,0,0,209,1152
38281,170.78125,0.67153125,0.42203125,0.79628125,0.51559375,0.57796875,0.51559375,159702,854309,0,0,0,138,1176
3907,277.96875,0.67153125,0.42203125,0.79628125,0.51559375,0.57796875,0.51559375,159717,854294,0,0,0,156,1296
3907,170.78125,0.11015625,0.42203125,0.79628125,0.51559375,0.57796875,0.51559375,159636,854375,0,0,0,256,1392
3907,170.78125,0.67153125,0.20371875,0.79628125,0.51559375,0.57796875,0.51559375,159750,854261,0,0,0,202,1224
3907,170.78125,0.67153125,0.42203125,0.11015625,0.51559375,0.57796875,0.51559375,697898,316113,0,0,0,180,1200
3907,170.78125,0.67153125,0.42203125,0.79628125,0.88984375,0.57796875,0.51559375,159778,854233,0,0,0,176,1296
3907,170.78125,0.67153125,0.42203125,0.79628125,0.51559375,0.82746875,0.51559375,159849,854162,0,0,0,178,1536
3907,170.78125,0.67153125,0.42203125,0.79628125,0.51559375,0.57796875,0.88984375,206589,807422,0,0,0,186,1272
3907,170.78125,0.67153125,0.42203125,0.79628125,0.51559375,0.57796875,0.51559375,159793,854218,0,0,0,167,1560
25782,155.46875,0.85865625,0.95221875,0.35965625,0.64034375,0.07896875,0.64034375,623384,390627,0,0,0,132,1344
16407,155.46875,0.85865625,0.95221875,0.35965625,0.64034375,0.07896875,0.64034375,623661,390350,0,0,0,134,1248
25782,48.28125,0.85865625,0.95221875,0.35965625,0.64034375,0.07896875,0.64034375,623672,390339,0,0,0,159,1464
25782,155.46875,0.92103125,0.95221875,0.35965625,0.64034375,0.07896875,0.64034375,623552,390459,0,0,0,131,1224
25782,155.46875,0.85865625,0.17253125,0.35965625,0.64034375,0.07896875,0.64034375,623593,390418,0,0,0,159,1248
25782,155.46875,0.85865625,0.95221875,0.04778125,0.64034375,0.07896875,0.64034375,927468,86543,0,0,0,129,1152
25782,155.46875,0.85865625,0.95221875,0.35965625,0.26609375,0.07896875,0.64034375,623470,390541,0,0,0,130,1344
25782,155.46875,0.85865625,0.95221875,0.35965625,0.64034375,0.82746875,0.64034375,623720,390291,0,0,0,128,1248
25782,155.46875,0.85865625,0.95221875,0.35965625,0.64034375,0.07896875,0.26609375,259190,754821,0,0,0,128,1224
25782,48.28125,0.92103125,0.17253125,0.04778125,0.26609375,0.82746875,0.26609375,385296,628715,0,0,0,203,1272
16407,155.46875,0.92103125,0.17253125,0.04778125,0.26609375,0.82746875,0.26609375,385370,628641,0,0,0,179,1248
16407,48.28125,0.85865625,0.17253125,0.04778125,0.26609375,0.82746875,0.26609375,385367,628644,0,0,0,228,1320
16407,48.28125,0.92103125,0.95221875,0.04778125,0.26609375,0.82746875,0.26609375,385420,628591,0,0,0,161,1248
16407,48.28125,0.92103125,0.17253125,0.35965625,0.26609375,0.82746875,0.26609375,259271,754740,0,0,0,226,1224
16407,48.28125,0.92103125,0.17253125,0.04778125,0.64034375,0.82746875,0.26609375,385353,628658,0,0,0,225,1176
16407,48.28125,0.92103125,0.17253125,0.04778125,0.26609375,0.07896875,0.26609375,385371,628640,0,0,0,229,1320
16407,48.28125,0.92103125,0.17253125,0.04778125,0.26609375,0.82746875,0.64034375,927339,86672,0,0,0,224,1416
16407,48.28125,0.92103125,0.17253125,0.04778125,0.26609375,0.82746875,0.26609375,385501,628510,0,0,0,231,1344
782,400.46875,0.35965625,0.45321875,0.85865625,0.14134375,0.57796875,0.14134375,30458,983553,0,0,0,183,1272
41406,400.46875,0.35965625,0.45321875,0.85865625,0.14134375,0.57796875,0.14134375,30392,983619,0,0,0,137,1200
782,293.28125,0.35965625,0.45321875,0.85865625,0.14134375,0.57796875,0.14134375,30408,983603,0,0,0,204,1464
782,400.46875,0.42203125,0.45321875,0.85865625,0.14134375,0.57796875,0.14134375,30401,983610,0,0,0,186,1320
782,400.46875,0.35965625,0.67153125,0.85865625,0.14134375,0.57796875,0.14134375,30404,983607,0,0,0,181,1272
782,400.46875,0.35965625,0.45321875,0.54678125,0.14134375,0.57796875,0.14134375,97440,916571,0,0,0,181,1296
782,400.46875,0.35965625,0.45321875,0.85865625,0.76509375,0.57796875,0.14134375,30393,983618,0,0,0,194,1392
782,400.46875,0.35965625,0.45321875,0.85865625,0.14134375,0.32846875,0.14134375,30449,983562,0,0,0,181,1200
782,400.46875,0.35965625,0.45321875,0.85865625,0.14134375,0.57796875,0.76509375,143253,870758,0,0,0,185,1848
782,293.28125,0.42203125,0.67153125,0.54678125,0.76509375,0.32846875,0.76509375,459585,554426,0,0,0,180,1152
41406,400.46875,0.42203125,0.67153125,0.54678125,0.76509375,0.32846875,0.76509375,459727,554284,0,0,0,131,1176
41406,293.28125,0.35965625,0.67153125,0.54678125,0.76509375,0.32846875,0.76509375,459360,554651,0,0,0,136,1176
41406,293.28125,0.42203125,0.45321875,0.54678125,0.76509375,0.32846875,0.76509375,459523,554488,0,0,0,136,1224
41406,293.28125,0.42203125,0.67153125,0.85865625,0.76509375,0.32846875,0.76509375,143366,870645,0,0,0,131,1152
41406,293.28125,0.42203125,0.67153125,0.54678125,0.14134375,0.32846875,0.76509375,459507,554504,0,0,0,136,1344
41406,293.28125,0.42203125,0.67153125,0.54678125,0.76509375,0.57796875,0.76509375,459684,554327,0,0,0,133,1392
41406,293.28125,0.42203125,0.67153125,0.54678125,0.76509375,0.32846875,0.14134375,97450,916561,0,0,0,132,1152
41406,293.28125,0.42203125,0.67153125,0.54678125,0.76509375,0.32846875,0.76509375,459613,554398,0,0,0,132,1200
